,userid,construction_type,verb,pronoun1,preposition,pronoun2,post,tag,latitude,longitude
654,5201349,it+pronominal_object,show,me,,you,and,,53.589807924186076,-2.144799942875228
655,715278,it+pronominal_object,give,us,,ya,shoes,,51.5073509,-0.12775830000000002
656,4926228,it+pronominal_object,send,me,,you,may,,51.6118841824191,-0.21089409232239895
657,6062232,it+pronominal_object,show,me,,ya,,,51.6118841824191,-0.21089409232239895
658,29670,it+pronominal_object,give,her,to,me,😍,prepositional_dative,51.49535460000001,-0.1827881
659,3878430,it+pronominal_object,send,them,to,me,for,prepositional_dative,53.4807593,-2.2426305
660,2299612,it+pronominal_object,sell,you,,me,as,,51.5073509,-0.12775830000000002
661,2299612,it+pronominal_object,sell,you,,me,as,,51.5073509,-0.12775830000000002
662,4510730,it+pronominal_object,send,you,,them,via,,52.205337,0.121817
663,4510730,it+pronominal_object,send,you,,them,via,,52.205337,0.121817
664,169496,it+pronominal_object,given,them,to,me,me,prepositional_dative,52.9225301,-1.4746186
665,4401353,it+pronominal_object,refer,them,to,us,and,prepositional_dative,53.683298,-1.505924
666,3687536,it+pronominal_object,link,them,to,me,in,prepositional_dative,52.619521100134705,-7.6138729236909874
667,6068827,it+pronominal_object,show,me,,ya,ravin,,51.481581,-3.17909
668,6582310,it+pronominal_object,give,you,,them,for,,53.35490213361106,-6.247621039910087
669,5716664,it+pronominal_object,sent,them,,me,cv,,53.3669576548969,-2.8361685630972384
670,6040375,it+pronominal_object,get,you,,them,for,,52.205337,0.121817
671,5070512,it+pronominal_object,show,me,,them,winning,,53.8382402,-1.7896134999999995
672,5751857,it+pronominal_object,play,them,to,you,when,prepositional_dative,51.5073509,-0.12775830000000002
673,5751857,it+pronominal_object,play,them,to,you,when,prepositional_dative,51.5073509,-0.12775830000000002
674,5557109,it+pronominal_object,send,them,to,you,tomorrow,prepositional_dative,50.873872,0.00878
675,207031,it+pronominal_object,give,me,,you,,,51.6434193,0.079493
676,4028644,it+pronominal_object,show,us,,ya,titties,,54.07416600000001,-2.864968
677,4028644,it+pronominal_object,show,us,,ya,titties,,54.07416600000001,-2.864968
678,1769949,it+pronominal_object,emailed,you,,them,all,,53.90132615628765,-1.994558566087152
679,488366,it+pronominal_object,showing,us,,her,scent,,52.586214,-1.982919
680,1926586,it+pronominal_object,send,them,to,us,in,prepositional_dative,53.35490213361106,-6.247621039910087
681,2633843,it+pronominal_object,send,him,,ya,likes,,53.9982509,-1.1292950000000002
682,3047502,it+pronominal_object,show,her,,you,really,,51.38544518372361,-0.252753593305613
683,2818982,it+pronominal_object,drive,him,to,you,myself,prepositional_dative,51.49700116578065,-3.179799570901813
684,3933652,it+pronominal_object,gave,me,,her,disease,,53.5517155,-1.4824491000000002
685,6026292,it+pronominal_object,send,them,to,me,me,prepositional_dative,50.71505,-1.987248
686,3175882,it+pronominal_object,send,me,,them,all,,52.586973,-2.12882
687,3175882,it+pronominal_object,send,me,,them,all,,52.586973,-2.12882
688,2568787,it+pronominal_object,send,them,to,you,next,prepositional_dative,51.8993855,-2.0782533
689,2568787,it+pronominal_object,send,them,to,you,next,prepositional_dative,51.8993855,-2.0782533
690,2568787,it+pronominal_object,send,them,to,you,next,prepositional_dative,51.8993855,-2.0782533
691,5001597,it+pronominal_object,feed,them,to,you,while,prepositional_dative,52.332525200000006,-0.07639789999999999
692,2488572,it+pronominal_object,send,them,to,us,-,prepositional_dative,54.597285,-5.93012
693,1767792,it+pronominal_object,dm,them,to,you,in,prepositional_dative,52.517664,-1.995159
694,6067536,it+pronominal_object,dm,him,,me,self,,53.5450645,-2.6325074
695,324373,it+pronominal_object,give,him,to,them,for,prepositional_dative,50.83133918671886,-0.390040595428803
696,3299182,it+pronominal_object,email,me,,ya,music,,51.5073509,-0.12775830000000002
697,1956268,it+pronominal_object,show,us,,you,it,,52.633584,-1.691032
698,951576,it+pronominal_object,show,us,,ya,"jugs""",,53.41987815404958,-2.915426562244173
699,813059,it+pronominal_object,shows,us,,her,sassy,,53.33554365349891,-3.1018285613954504
700,2701677,it+pronominal_object,give,them,,you,for,,53.72852365453335,-2.483750063580392
701,694555,it+pronominal_object,show,us,,ya,athletes,,53.589888166427485,-0.641934077673822
702,4877332,it+pronominal_object,bring,them,to,you,personally,prepositional_dative,54.136836,-0.7978970000000001
703,3186870,it+pronominal_object,show,me,,you,love,,53.392915486536424,-6.481111887274706
704,4367515,it+pronominal_object,throw,me,to,them,wolves,prepositional_dative,52.4750743,-1.8298330000000005
705,4367515,it+pronominal_object,throw,me,to,them,wolves,prepositional_dative,52.406822,-1.519693
706,3380889,it+pronominal_object,show,you,,them,anytime,,51.573445,-0.0724376
707,1353773,it+pronominal_object,send,me,,them,snaps,,51.4703237,-0.0673872
708,1353773,it+pronominal_object,send,me,,them,snaps,,51.3888898,-0.1403317
709,6184467,it+pronominal_object,gave,me,,her,old,,51.7520209,-1.2577263
710,6404333,it+pronominal_object,get,them,to,you,andy,prepositional_dative,53.47043665864209,-2.0964380677891667
711,3464049,it+pronominal_object,giving,me,,her,jacket,,52.41191266935471,-1.5186510779627418
712,1691372,it+pronominal_object,leaving,him,to,us,us,prepositional_dative,51.5073509,-0.12775830000000002
713,3864219,it+pronominal_object,show,me,,you,like,,51.5073509,-0.12775830000000002
714,1709013,it+pronominal_object,bringing,you,,her,amazing,,51.454513,-2.58791
715,1244592,it+pronominal_object,show,me,,you,were,,50.2660471,-5.0527125
716,1244592,it+pronominal_object,show,me,,you,were,,50.2660471,-5.0527125
717,4078084,it+pronominal_object,get,her,,them,pls,,56.03544513293048,-3.41290204435125
718,3164864,it+pronominal_object,dm,you,,her,@,,51.5073509,-0.12775830000000002
719,4695284,it+pronominal_object,show,you,,them,at,,54.691745,-1.212926
720,1583312,it+pronominal_object,sent,them,,you,to,,53.75778015121679,-2.996767559803249
721,4440829,it+pronominal_object,give,me,,ya,fackin,,54.653827,-8.1096143
722,4440829,it+pronominal_object,give,me,,ya,fackin,,54.6548993,-8.104096700000001
723,5523714,it+pronominal_object,show,me,,ya,true,,51.547626233796436,-0.263253615196864
724,6310954,it+pronominal_object,give,me,,her,body,,51.580895180631245,-0.5594140898558829
725,493217,it+pronominal_object,give,her,to,you,on,prepositional_dative,52.004605,-0.4979453
726,4982820,it+pronominal_object,show,me,,ya,puppies,,53.786196898046505,-2.275647122633572
727,4982820,it+pronominal_object,show,me,,ya,puppies,,53.786196898046505,-2.275647122633572
728,3830799,it+pronominal_object,send,me,,you,favourite,,55.864237,-4.251806
729,405021,it+pronominal_object,dm,me,,u,snake,,53.96983390342854,-1.206267180544843
730,2078618,it+pronominal_object,bring,him,to,me,me,prepositional_dative,53.564813663335286,-1.197861073748286
731,1056664,it+pronominal_object,show,him,to,u,em,prepositional_dative,50.92132718030879,-1.3964665872724658
732,1293172,it+pronominal_object,says,you,,ya,little,,51.5073509,-0.12775830000000002
733,2831884,it+pronominal_object,show,us,,them,spoilt,,53.142962417900144,-7.564550101224301
734,5419124,it+pronominal_object,send,him,to,me,i,prepositional_dative,54.3244806,-2.7472737
735,3359968,it+pronominal_object,emailed,them,to,you,you,prepositional_dative,51.899603000000006,-1.1535898999999998
736,5363892,it+pronominal_object,given,me,,her,cold,,51.5073509,-0.12775830000000002
737,4553348,it+pronominal_object,show,us,,ya,fangs,,52.486243,-1.890401
738,4184020,it+pronominal_object,recommend,me,,ya,fave,,51.5073509,-0.12775830000000002
739,4594189,it+pronominal_object,getting,us,,him,and,,55.02671715116183,-1.561690062750138
740,6079494,it+pronominal_object,get,me,,them,£12,,51.481581,-3.17909
741,6079494,it+pronominal_object,get,me,,them,£12,,51.8642449,-2.238156
742,4624658,it+pronominal_object,bring,them,,you,teach,,53.5434536547857,-2.653237563412284
743,6309656,it+pronominal_object,show,you,,them,all,,51.506579,-0.081389
744,1868893,it+pronominal_object,send,them,to,me,and,prepositional_dative,52.4750743,-1.8298330000000005
745,1469040,it+pronominal_object,introduce,you,to,him,one,prepositional_dative,52.30897,-1.940936
746,5841596,it+pronominal_object,give,him,to,me,nowwwwwwwwwwww,prepositional_dative,51.5073509,-0.12775830000000002
747,905210,it+pronominal_object,bring,me,,them,,,54.77525,-1.584852
748,2874956,it+pronominal_object,give,you,,her,number,,52.486243,-1.890401
749,2874956,it+pronominal_object,give,you,,her,number,,53.279812,-2.897404
750,106842,it+pronominal_object,send,us,,ya,details,,52.13747317740607,-0.459366087417438
751,1489835,it+pronominal_object,get,you,,them,for,,51.457876669614194,-2.585389575449031
752,1217663,it+pronominal_object,give,me,,you,energy,,51.5424361831868,-0.15940259311419194
753,4288210,it+pronominal_object,dm,you,,her,number,,51.48651166273363,-3.695067067241737
754,2257308,it+pronominal_object,got,you,,them,fucci,,52.486243,-1.890401
755,3946762,it+pronominal_object,give,me,,them,cute,,52.970056158566464,-2.683303066383835
756,4974021,it+pronominal_object,getting,us,,them,hun,,54.472420468441896,-1.6544891429921282
757,4422052,it+pronominal_object,bring,him,to,me,💓,prepositional_dative,51.46033918399733,-0.115405593922422
758,427763,it+pronominal_object,get,me,,you,and,,53.67919716071275,-1.508544570839583
759,5624487,it+pronominal_object,get,me,,them,steins,,53.5768647,-2.4282192000000005
760,4060894,it+pronominal_object,sell,you,,her,for,,55.6151146280405,-4.651067538508086
761,4060894,it+pronominal_object,sell,you,,her,for,,55.6151146280405,-4.651067538508086
762,2689627,it+pronominal_object,send,me,,them,w,,52.62626317016146,-1.130669579608375
763,1903975,it+pronominal_object,give,me,,her,card,,51.48926268395567,-0.088160593963711
764,907386,it+pronominal_object,show,her,,you,love,,51.5073509,-0.12775830000000002
765,907386,it+pronominal_object,show,her,,you,love,,51.5073509,-0.12775830000000002
766,907386,it+pronominal_object,show,her,,you,love,,51.5073509,-0.12775830000000002
767,907386,it+pronominal_object,show,her,,you,love,,51.5073509,-0.12775830000000002
768,907386,it+pronominal_object,show,her,,you,love,,51.5073509,-0.12775830000000002
769,3920819,it+pronominal_object,dm,me,,them,,,53.399940335344326,-1.847550766867385
770,1971847,it+pronominal_object,get,u,,them,all,,57.73945361627269,-4.20044052988233
771,3339036,it+pronominal_object,show,me,,them,pls,,52.41191266935471,-1.5186510779627418
772,3862951,it+pronominal_object,send,them,to,you,but,prepositional_dative,53.55263000000001,-1.479726
773,6478863,it+pronominal_object,link,me,,her,plug,,51.454513,-2.58791
774,5420602,it+pronominal_object,get,me,,them,lipsticks,,55.2082542,-2.0784138
775,5314117,it+pronominal_object,show,me,,you,,,51.521577,-0.1314517
776,5005099,it+pronominal_object,give,me,,them,,,53.8007554,-1.5490774
777,5005099,it+pronominal_object,give,me,,them,,,53.744513,-1.5980450000000002
778,4182412,it+pronominal_object,gave,us,,her,first,,50.7155591,-3.530875
779,3061765,it+pronominal_object,got,me,,you,fanny,,53.381129,-1.470085
780,6120677,it+pronominal_object,sending,me,,them,but,,53.4807593,-2.2426305
781,5891844,it+pronominal_object,give,me,,you,one,,52.01730717709869,-0.6547825866377901
782,988427,it+pronominal_object,send,us,,ya,spoons,,51.46044864053192,-0.149082251175954
783,3692123,it+pronominal_object,mail,them,to,you,you,prepositional_dative,51.54764418371767,-0.060167093840727014
784,5992323,it+pronominal_object,dm,me,,you,email,,51.5073509,-0.12775830000000002
785,5758513,it+pronominal_object,drive,him,to,you,after,prepositional_dative,53.426521,-3.066215
786,6378882,it+pronominal_object,send,them,to,me,but,prepositional_dative,51.5073907,-0.1276999
787,5747281,it+pronominal_object,get,her,,me,one,,53.193392,-2.893075
788,5729257,it+pronominal_object,send,u,,them,,,53.40837140000001,-2.9915726
789,3165842,it+pronominal_object,giving,me,,them,bacon,,51.5073509,-0.12775830000000002
790,1833356,it+pronominal_object,says,you,to,me,10,prepositional_dative,51.454513,-2.58791
791,3278273,it+pronominal_object,show,me,,them,limbs,,51.7520209,-1.2577263
792,2473055,it+pronominal_object,send,you,,her,number,,53.46395243268272,-0.762386455158917
793,1042331,it+pronominal_object,giving,me,,her,house,,53.40837140000001,-2.9915726
794,5875971,it+pronominal_object,send,ya,,me,tips,,53.705497058738025,-6.429114951565029
795,600754,it+pronominal_object,dm,them,to,you,you,prepositional_dative,51.5073509,-0.12775830000000002
796,3661795,it+pronominal_object,show,him,,you,worship,,55.953252,-3.188267
797,3870020,it+pronominal_object,send,them,to,me,me,prepositional_dative,50.7487635,-2.3444786
798,3870020,it+pronominal_object,send,them,to,me,me,prepositional_dative,50.7487635,-2.3444786
799,1810141,it+pronominal_object,message,you,,u,won,,54.574227,-1.234956
800,2175483,it+pronominal_object,show,us,,ya,i,,53.319141,-3.491633999999999
801,2260019,it+pronominal_object,give,her,,them,back,,54.53577765457034,-1.5538280656204149
802,4886269,it+pronominal_object,got,me,,u,nob,,50.8197675,-1.0879769
803,5148837,it+pronominal_object,show,me,,you,,,51.5073509,-0.12775830000000002
804,967562,it+pronominal_object,send,me,,you,,,53.2326344,-2.6103158
805,4334767,it+pronominal_object,show,me,,ya,dirty,,51.59993966626218,-2.981074571782218
806,5488674,it+pronominal_object,give,him,to,me,https://t,prepositional_dative,53.41987815404958,-2.915426562244173
807,2039362,it+pronominal_object,get,me,,them,points,,51.602395687398044,0.6547574009961801
808,2082320,it+pronominal_object,give,us,,them,,,53.35490213361106,-6.247621039910087
809,2718306,it+pronominal_object,send,me,,you,easy,,56.06717963246313,-3.452862543910113
810,1014230,it+pronominal_object,sent,me,,her,4,,55.864237,-4.251806
811,1014230,it+pronominal_object,send,you,,her,4,,55.864237,-4.251806
812,1014230,it+pronominal_object,send,you,,her,4,,55.864237,-4.251806
813,1014230,it+pronominal_object,send,you,,her,4,,55.864237,-4.251806
814,1014230,it+pronominal_object,sent,me,,her,4,,55.864237,-4.251806
815,1014230,it+pronominal_object,send,you,,her,4,,55.864237,-4.251806
816,1014230,it+pronominal_object,sends,you,,her,progres,,55.864237,-4.251806
817,1014230,it+pronominal_object,sends,you,,her,progres,,55.864237,-4.251806
818,4434396,it+pronominal_object,dm,them,to,me,here,prepositional_dative,54.77525,-1.584852
819,6098995,it+pronominal_object,get,me,,them,then,,51.5073509,-0.12775830000000002
820,449345,it+pronominal_object,gave,us,,her,thoughts,,52.69994079999999,-2.0218293000000003
821,449345,it+pronominal_object,gave,us,,her,thoughts,,52.58501700000001,-2.057635
822,2883246,it+pronominal_object,show,me,,ya,tats,,54.97825200000001,-1.61778
823,5676046,it+pronominal_object,got,them,,you,could,,51.75405868133618,-0.230738091352926
824,2011991,it+pronominal_object,give,me,,her,address,,50.768035,0.29047199999999995
825,783445,it+pronominal_object,send,them,to,you,via,prepositional_dative,52.92444366753377,-1.23015707717388
826,5020260,it+pronominal_object,sell,him,to,us,either,prepositional_dative,51.627572,0.034513
827,5823228,it+pronominal_object,referred,me,to,us,us,prepositional_dative,53.4807593,-2.2426305
828,2290372,it+pronominal_object,dm,them,to,you,�,prepositional_dative,53.469850153162156,-3.0044555613404573
829,685283,it+pronominal_object,gave,u,,ya,chance,,51.49700116578065,-3.179799570901813
830,3287027,it+pronominal_object,bring,me,,her,,,53.35490213361106,-6.247621039910087
831,5984876,it+pronominal_object,send,me,,ya,links,,52.4922983,-0.6842333
832,5771295,it+pronominal_object,bring,them,to,us,@scothot2013,prepositional_dative,55.864237,-4.251806
833,3005886,it+pronominal_object,send,me,,them,photosssssssss,,54.1751024,-6.34023
834,3005886,it+pronominal_object,send,me,,them,photosssssssss,,54.1751024,-6.34023
835,80360,it+pronominal_object,show,me,,u,exist,,51.5073509,-0.12775830000000002
836,954728,it+pronominal_object,tweet,us,,you,photos,,51.794952,-1.8838872
837,3989780,it+pronominal_object,send,me,,you,pics,,53.5945697,-2.545723
838,4978842,it+pronominal_object,sell,me,,us,12,,52.79679067070354,-0.83805508079878
839,3465076,it+pronominal_object,post,them,to,you,you,prepositional_dative,53.64739215912669,-1.811757568834056
840,2541234,it+pronominal_object,says,you,,ya,stunner,,56.20029063429902,-3.00998154612104
841,2541234,it+pronominal_object,says,you,,ya,stunner,,56.20029063429902,-3.00998154612104
842,4302947,it+pronominal_object,showing,us,,her,guns,,50.7155591,-3.530875
843,1449500,it+pronominal_object,read,them,,you,blurt,,53.40837140000001,-2.9915726
844,6560414,it+pronominal_object,give,us,,me,syrup,,51.97915467983118,-0.225542090094566
845,1606610,it+pronominal_object,dm,them,to,you,you,prepositional_dative,53.34980529999999,-6.260309700000001
846,1603616,it+pronominal_object,show,me,,ya,teettthhhh,,51.5073509,-0.12775830000000002
847,3812370,it+pronominal_object,send,me,,you,pictures,,51.5073509,-0.12775830000000002
848,969179,it+pronominal_object,pass,me,,him,the,,51.514485052962,-0.116938627196145
849,4386678,it+pronominal_object,give,her,,them,all,,55.119605650729284,-1.527816062456003
850,1118188,it+pronominal_object,give,me,,them,all,,53.8007554,-1.5490774
851,4426781,it+pronominal_object,got,them,,ya,black,,55.81974520000001,-3.9748068
852,3688012,it+pronominal_object,give,you,,them,at,,53.230688,-0.540579
853,3688012,it+pronominal_object,give,you,,them,at,,53.230688,-0.540579
854,3688012,it+pronominal_object,give,you,,them,at,,53.4807593,-2.2426305
855,3435622,it+pronominal_object,got,me,,them,back-to-school,,51.5073509,-0.12775830000000002
856,5769659,it+pronominal_object,send,me,,her,details,,51.5073509,-0.12775830000000002
857,5736518,it+pronominal_object,leave,them,to,you,you,prepositional_dative,51.062883,-0.325858
858,1187859,it+pronominal_object,bring,him,to,me,please,prepositional_dative,52.69965766447852,-2.008079072759585
859,1084590,it+pronominal_object,emailed,them,to,you,:),prepositional_dative,51.4669939,-1.1853677
860,5664638,it+pronominal_object,show,us,,ya,#bruise,,53.432603500000006,-1.3635008999999998
861,5469612,it+pronominal_object,feed,us,,me,and,,51.49541336295821,-1.049909119826891
862,438837,it+pronominal_object,show,you,,them,once,,51.454513,-2.58791
863,6174216,it+pronominal_object,sending,me,,them,emojis,,53.7892877,-2.2405035
864,2474132,it+pronominal_object,lead,me,to,you,you,prepositional_dative,51.49698642710663,-3.179604658588207
865,6371142,it+pronominal_object,message,you,,her,instagram,,53.40837140000001,-2.9915726
866,1690496,it+pronominal_object,email,them,to,me,and,prepositional_dative,51.50519129999999,-0.22469
867,4661787,it+pronominal_object,given,me,,her,panties,,52.226090663313066,-2.7498455700192608
868,2598275,it+pronominal_object,show,u,,him,at,,51.5073509,-0.12775830000000002
869,3853360,it+pronominal_object,show,us,,ya,ipads,,53.40837140000001,-2.9915726
870,6027071,it+pronominal_object,send,us,,you,bio,,51.5073509,-0.12775830000000002
871,5564206,it+pronominal_object,bring,them,to,me,me,prepositional_dative,51.5073509,-0.12775830000000002
872,4070921,it+pronominal_object,pay,him,,you,dirty,,53.5503519,-2.77637
873,2359203,it+pronominal_object,lent,them,to,u,never,prepositional_dative,53.42536800000001,-2.968201
874,3796076,it+pronominal_object,send,him,to,us,us,prepositional_dative,53.52282,-1.128462
875,2468393,it+pronominal_object,showing,us,,her,latest,,51.454513,-2.58791
876,5203231,it+pronominal_object,show,me,,them,cunts,,53.279812,-2.897404
877,3320281,it+pronominal_object,give,them,to,him,he,prepositional_dative,51.2868939,-0.7526149999999999
878,2969323,it+pronominal_object,give,them,to,ya,ya,prepositional_dative,51.8272719308941,-8.67641136780147
879,563476,it+pronominal_object,show,me,,you,,,51.5073509,-0.12775830000000002
880,4546150,it+pronominal_object,give,them,to,her,she,prepositional_dative,53.4807593,-2.2426305
881,1861605,it+pronominal_object,send,them,to,me,me,prepositional_dative,51.39006268354518,-0.27846359308316804
882,3679854,it+pronominal_object,show,us,,ya,ipad,,52.9225301,-1.4746186
883,3679854,it+pronominal_object,show,us,,ya,ipad,,53.0243899,-1.477616
884,3679854,it+pronominal_object,show,us,,ya,ipad,,53.0243899,-1.477616
885,3679854,it+pronominal_object,show,us,,ya,ipad,,52.9225301,-1.4746186
886,3679854,it+pronominal_object,show,us,,ya,ipad,,53.0243899,-1.477616
887,3679854,it+pronominal_object,show,us,,ya,ipad,,53.0243899,-1.477616
888,3679854,it+pronominal_object,get,me,,them,pigs,,52.9225301,-1.4746186
889,3679854,it+pronominal_object,get,me,,them,pigs,,53.0243899,-1.477616
890,3679854,it+pronominal_object,get,me,,them,pigs,,53.0243899,-1.477616
891,1980374,it+pronominal_object,got,you,,me,at,,53.84126966597832,-0.42502507781003296
892,5830113,it+pronominal_object,dm,me,,ya,address,,51.454513,-2.58791
893,2475231,it+pronominal_object,give,me,,them,thrills,,53.4807593,-2.2426305
894,3451879,it+pronominal_object,expose,me,,u,red,,50.8197675,-1.0879769
895,1428058,it+pronominal_object,dm,you,,her,details,,51.5073509,-0.12775830000000002
896,5893988,it+pronominal_object,bring,them,to,me,me,prepositional_dative,53.4696968,-1.3259683
897,5893988,it+pronominal_object,bring,them,to,me,me,prepositional_dative,53.493099,-1.280452
898,322499,it+pronominal_object,dm,me,,you,fucking,,55.864237,-4.251806
899,5191856,it+pronominal_object,show,u,,them,so,,55.953252,-3.188267
900,4822607,it+pronominal_object,give,them,to,me,me,prepositional_dative,51.49998227316434,-0.115291000440599
901,1399028,it+pronominal_object,give,us,,ya,worst,,52.6775873,-2.4672611
902,324751,it+pronominal_object,recommend,them,to,you,too,prepositional_dative,52.13747317740607,-0.459366087417438
903,3589112,it+pronominal_object,leave,them,to,you,you,prepositional_dative,53.40837140000001,-2.9915726
904,4111246,it+pronominal_object,show,you,,them,later,,51.54504244129279,-0.06770436550641801
905,3805457,it+pronominal_object,donate,them,to,you,you,prepositional_dative,51.66807818099647,-0.392275090622134
906,3805457,it+pronominal_object,donate,them,to,you,you,prepositional_dative,51.66807818099647,-0.392275090622134
907,4777201,it+pronominal_object,give,them,to,her,all,prepositional_dative,53.475303157088796,-2.349566065951336
908,2904178,it+pronominal_object,show,them,,you,love,,53.815933158236845,-1.766819568200956
909,1820172,it+pronominal_object,give,me,,them,@burberry,,53.7676236,-0.3274198
910,3917693,it+pronominal_object,give,her,to,me,me,prepositional_dative,51.51448018375678,-0.092910093782144
911,3917693,it+pronominal_object,give,her,to,me,😻,prepositional_dative,51.51448018375678,-0.092910093782144
912,641363,it+pronominal_object,send,you,,me,,,52.415303,-4.08292
913,4657913,it+pronominal_object,serving,them,to,u,u,prepositional_dative,52.056736,1.14822
914,2482757,it+pronominal_object,given,you,,them,and,,51.57888666494119,-3.224692570131378
915,1329289,it+pronominal_object,show,us,,ya,puddings,,53.59673000000001,-1.2831
916,6037078,it+pronominal_object,get,them,to,you,you,prepositional_dative,54.95268000000001,-1.603411
917,657357,it+pronominal_object,link,me,,you,,,52.60951116503281,-2.019301073183741
918,3395976,it+pronominal_object,get,me,,them,tickets,,53.72957265809434,-1.8900300678065551
919,655786,it+pronominal_object,bring,her,to,me,me,prepositional_dative,51.481581,-3.17909
920,5711366,it+pronominal_object,reading,us,,her,,,55.864237,-4.251806
921,5741248,it+pronominal_object,show,them,,us,northsiders,,53.34980529999999,-6.260309700000001
922,499244,it+pronominal_object,send,them,to,me,me,prepositional_dative,52.0406224,-0.7594171
923,4107054,it+pronominal_object,show,him,,you,#love,,51.05977100000001,-1.310142
924,4107054,it+pronominal_object,show,him,,you,know,,51.05977100000001,-1.310142
925,1137707,it+pronominal_object,give,u,,them,for,,53.381129,-1.470085
926,2611204,it+pronominal_object,bring,them,to,me,https://t,prepositional_dative,53.683298,-1.505924
927,1158480,it+pronominal_object,post,them,to,you,if,prepositional_dative,55.864237,-4.251806
928,5384723,it+pronominal_object,compare,him,to,me,not,prepositional_dative,56.46201800000001,-2.970721
929,253439,it+pronominal_object,showed,me,,her,arch,,52.954665758635684,-1.17271585505497
930,3416765,it+pronominal_object,sell,him,to,us,anyway,prepositional_dative,52.302419,-0.693964
931,3416765,it+pronominal_object,sell,him,to,us,anyway,prepositional_dative,52.302419,-0.693964
932,1644587,it+pronominal_object,showing,us,,her,post,,52.37087800000001,-1.265032
933,3434991,it+pronominal_object,gives,us,,her,top,,52.095481,1.312571
934,6588445,it+pronominal_object,give,us,,me,ball,,52.586973,-2.12882
935,2997874,it+pronominal_object,showing,me,,her,mug,,54.257947812809256,-5.848766201724935
936,3715231,it+pronominal_object,hold,him,,you,hit,,51.94330968500886,0.641099403092792
937,4414305,it+pronominal_object,send,you,,them,,,55.953252,-3.188267
938,2561425,it+pronominal_object,show,us,,ya,timps,,51.5073509,-0.12775830000000002
939,3622957,it+pronominal_object,get,me,to,them,warm,prepositional_dative,52.806693,-2.12066
940,1118011,it+pronominal_object,donate,them,,you,selfish,,51.5946799,-3.784097
941,2619273,it+pronominal_object,show,them,,you,absolute,,52.69994079999999,-2.0218293000000003
942,495568,it+pronominal_object,give,them,to,you,anytime,prepositional_dative,51.903862625520325,-9.033306029107486
943,6159712,it+pronominal_object,show,me,,them,50sheets,,52.381067665230105,-2.250698572777616
944,1302708,it+pronominal_object,sending,them,to,you,to,prepositional_dative,54.53701762477457,-1.583394025911781
945,2844817,it+pronominal_object,give,her,to,me,me,prepositional_dative,50.87179219185224,0.56582339743532
946,5123817,it+pronominal_object,showing,us,,her,next,,53.4807593,-2.2426305
947,1799655,it+pronominal_object,give,them,to,me,there,prepositional_dative,51.33872718072981,-0.829671589192708
948,1213936,it+pronominal_object,return,them,to,u,there,prepositional_dative,51.5424361831868,-0.15940259311419194
949,1086826,it+pronominal_object,sent,them,to,me,fam,prepositional_dative,50.82253,-0.137163
950,3404571,it+pronominal_object,sell,them,to,you,you,prepositional_dative,51.5073509,-0.12775830000000002
951,3681046,it+pronominal_object,given,me,,her,damn,,51.461514,-2.1195157000000004
952,3681046,it+pronominal_object,given,me,,her,damn,,50.7335769,-2.758301
953,731641,it+pronominal_object,sent,me,,her,live,,53.4807593,-2.2426305
954,731641,it+pronominal_object,sent,me,,her,live,,53.4807593,-2.2426305
955,1486257,it+pronominal_object,introduce,her,to,me,it,prepositional_dative,54.708459141872474,-3.447355551444636
