index,userid,Unnamed: 0,variant,main_verb,determiner,noun,gerund,participle,latitude,longitude
313,2701493,1726,Y needs X Ving,needs,the,life,saving,,51.5073509,-0.12775830000000002
314,6475406,26025,Y needs X to be Ved,want,the,conditions,,created,51.50009168353514,-0.14893559343778198
315,3727071,20833,Y needs X Ving,deserve,the,cult,following,,51.565195182438536,-0.26314009219365603
316,3424159,58336,Y needs X Ved,want,the,game,,called,52.406822,-1.519693
317,3424159,58167,Y needs X Ved,want,the,game,,called,52.406822,-1.519693
318,1050911,99395,Y needs X to be Ved,need,the,church,,transformed,52.406822,-1.519693
319,1728747,50297,Y needs X Ving,need,the,lights,sorting,,54.238770991127566,-0.4031655211891729
320,2078999,37221,Y needs X Ved,wants,the,backstop,,removed,51.44051418303791,-0.30699559257628
321,5926546,112195,Y needs X Ving,deserve,the,playoffs,playing,,51.49700116578065,-3.179799570901813
322,2246755,41855,Y needs X Ving,wants,the,snow,wiping,,51.060853,0.165894
323,2246755,41944,Y needs X Ving,wants,the,snow,wiping,,51.060853,0.165894
324,1574526,3873,Y needs X Ving,deserve,the,mob,beating,,51.376165,-0.098234
325,723937,11585,Y needs X Ving,need,the,defence,sorting,,54.574227,-1.234956
326,6431547,83244,Y needs X Ving,need,the,basic,looking,,53.40908330107065,-2.9531310966382742
327,1980641,96955,Y needs X Ved,need,the,head,,checked,54.00368149999999,-6.3755138
328,2383699,49596,Y needs X Ving,need,the,shop,emptying,,52.6139686,0.8864021000000001
329,1996448,40383,Y needs X to be Ved,want,the,chance,,published,51.59061702234196,-3.312666398603441
330,3363342,69288,Y needs X Ving,need,the,odd,signing,,54.72940989999999,-1.8811598000000005
331,3535860,86860,Y needs X Ved,need,the,sound,,turned,51.38544518372361,-0.252753593305613
332,2997650,41522,Y needs X Ved,want,the,nhs,,protected,52.95478320000001,-1.1581086
333,2997650,41522,Y needs X Ved,want,the,nhs,,protected,52.95478320000001,-1.1581086
334,4189527,49320,Y needs X Ved,needs,the,loophole,,closed,50.87005667962943,-1.5737555862251482
335,554702,37688,Y needs X Ving,need,the,rules,explaining,,51.45258717952941,-0.9025640879950892
336,1590553,62897,Y needs X Ved,need,the,originally,,planned,52.578276575752476,1.25643257261134
337,1259303,115999,Y needs X Ving,need,the,outfit,sorting,,52.406822,-1.519693
338,628751,28713,Y needs X Ved,wants,the,roof,,closed,53.795984,-1.759398
339,3686598,47699,Y needs X Ving,need,the,defence,sorting,,52.63687779999999,-1.1397592
340,2071367,39945,Y needs X Ving,need,the,ball,rolling,,51.5073509,-0.12775830000000002
341,4429881,97583,Y needs X Ved,wanted,the,legs,,ripped,51.5073509,-0.12775830000000002
342,3022801,34814,Y needs X to be Ved,want,the,club,,managed,56.0270704,-3.8142224
343,5691404,7781,Y needs X to be Ved,needs,the,card,,registered,53.3900441,-2.5969501
344,4362279,44540,Y needs X Ving,want,the,tories,representing,,51.53187016431185,-3.382911069243583
345,6266733,57599,Y needs X Ving,wants,the,tories,ruling,,51.578829,-3.218134
346,5629720,6457,Y needs X Ved,want,the,meter,,removed,52.481138,1.7534490000000005
347,659776,93233,Y needs X Ved,want,the,answer,,explained,50.3754565,-4.1426565
348,1575136,10958,Y needs X Ved,want,the,bin,,dragged,52.831985257886274,-1.3331860278546828
349,4585598,104150,Y needs X Ving,want,the,bank,stopping,,53.4807593,-2.2426305
350,2728190,46069,Y needs X Ving,needs,the,same,doing,,51.45252367906998,-0.9820300873965708
351,908526,10548,Y needs X Ved,want,the,papers,,signed,55.864237,-4.251806
352,3502042,45878,Y needs X to be Ved,want,the,pilot,,trained,52.37426417116878,-1.2537255801327098
353,2488636,21045,Y needs X Ving,want,the,uk,turning,,52.5694985,-0.2405299
354,4808943,77502,Y needs X Ved,deserves,the,lot,,worked,54.574227,-1.234956
355,6404661,20556,Y needs X Ving,wanted,the,person,filming,,55.864237,-4.251806
356,5859074,65075,Y needs X Ving,need,the,odeon,starting,,53.795984,-1.759398
357,816960,26305,Y needs X Ving,want,the,fuckers,closing,,52.4937331652052,-2.124441573066996
358,816960,25991,Y needs X Ving,want,the,fuckers,closing,,52.4937331652052,-2.124441573066996
359,4729178,69256,Y needs X Ved,want,the,shrewsbury,,linked,52.412856,0.751657
360,1391596,109802,Y needs X Ving,need,the,defence,sorting,,53.40837140000001,-2.9915726
361,4081000,39009,Y needs X Ved,need,the,get,,booked,51.585660666092146,-3.0258345715352486
362,651536,7010,Y needs X to be Ved,want,the,bbc,,treated,51.481581,-3.17909
363,651536,7010,Y needs X to be Ved,want,the,bbc,,treated,51.578829,-3.218134
364,1202038,14202,Y needs X Ved,want,the,operation,,done,53.7632254,-2.7044052000000005
365,5756771,54400,Y needs X Ving,want,the,draw,looking,,53.49459763270256,-6.23571953927674
366,622820,53054,Y needs X Ved,need,the,postage,,refunded,52.056736,1.14822
367,4487013,55804,Y needs X Ved,want,the,promised,,written,51.5073509,-0.12775830000000002
368,3298062,93870,Y needs X Ving,needs,the,volume,turning,,50.71505,-1.987248
369,6186207,16999,Y needs X to be Ved,wanted,the,@conservatives,,seen,51.46840168510818,0.089324904559515
370,5348781,11930,Y needs X Ving,want,the,coat,doing,,53.41987815404958,-2.915426562244173
371,758294,53609,Y needs X Ved,want,the,show,,cancelled,53.40837140000001,-2.9915726
372,3101191,63455,Y needs X Ved,want,the,man,,fired,55.94319513486961,-3.203008046263737
373,490178,73343,Y needs X Ved,need,the,bar,,closed,54.595868626946924,-5.928412535622676
374,3313055,78646,Y needs X to be Ved,deserve,the,right,,allowed,54.595868626946924,-5.928412535622676
375,416432,80799,Y needs X Ving,need,the,grey,reducing,,52.741115,-1.886529
376,3431677,22608,Y needs X to be Ved,want,the,uk,,ruled,53.8007554,-1.5490774
377,2530258,6973,Y needs X to be Ved,want,the,game,,called,52.95478320000001,-1.1581086
378,2693309,17262,Y needs X Ved,wants,the,frog,,faced,53.2326344,-2.6103158
379,16981,56026,Y needs X to be Ved,needs,the,ring,,led,53.456952157913115,-2.233479566883483
380,4123088,3829,Y needs X to be Ved,want,the,pl,,established,52.40443565445794,-4.001616560131069
381,3788335,124027,Y needs X Ved,want,the,tap,,fitted,51.19921016215441,-4.118541565744078
382,4677265,51829,Y needs X Ved,need,the,links,,dropped,54.175135127201536,-6.3441675351115405
383,4073313,105810,Y needs X Ving,want,the,chairman,releasing,,51.87867070000001,-0.4200255
384,2145856,87854,Y needs X Ved,need,the,funds,,cleared,51.3810641,-2.3590167
385,2671520,18317,Y needs X to be Ved,want,the,paps,,interested,54.574227,-1.234956
386,5596686,42173,Y needs X Ving,need,the,box,sending,,55.864237,-4.251806
387,6466955,57631,Y needs X Ved,need,the,dog,,removed,55.864237,-4.251806
388,4685503,64031,Y needs X to be Ved,needs,the,airline,,prosecuted,52.2729944,-0.8755514999999999
389,757183,20064,Y needs X Ving,need,the,skilful,attacking,,51.5073509,-0.12775830000000002
390,5928015,96538,Y needs X Ving,need,the,design,doing,,52.766404,-0.887126
391,1377808,20403,Y needs X Ving,need,the,most,coaching,,53.230688,-0.540579
392,1377808,20403,Y needs X Ving,need,the,most,coaching,,52.0406224,-0.7594171
393,3908770,18588,Y needs X Ved,want,the,coalition,,dragged,51.5073509,-0.12775830000000002
394,3908770,18588,Y needs X Ved,want,the,coalition,,dragged,51.5073509,-0.12775830000000002
395,74283,42910,Y needs X Ved,need,the,head,,checked,53.1589342,-6.9095683
396,3429083,6416,Y needs X Ved,wants,the,site,,developed,51.903862625520325,-9.033306029107486
397,3272056,26856,Y needs X to be Ved,want,the,state,,invested,51.5073509,-0.12775830000000002
398,3082565,37176,Y needs X Ving,want,the,barons,controlling,,53.69563115380263,-2.6420430626440083
399,3853996,41455,Y needs X Ved,need,the,assembly,,restored,54.597285,-5.93012
400,5263534,55949,Y needs X Ved,want,the,roads,,closed,55.864237,-4.251806
401,728395,87293,Y needs X Ved,want,the,candyman,,included,55.847258,-4.440114
402,488723,3479,Y needs X Ving,want,the,big,talking,,54.595868626946924,-5.928412535622676
403,4800869,33345,Y needs X Ving,needs,the,drain,cleaning,,50.44755867087375,-3.545694573906754
404,3942541,55437,Y needs X Ving,want,the,public,seeing,,52.45653717962463,0.306490908645191
405,4830381,64659,Y needs X Ved,wants,the,crowd,,excited,52.95478320000001,-1.1581086
406,4830381,64659,Y needs X Ved,wants,the,crowd,,excited,52.95478320000001,-1.1581086
407,1225637,47905,Y needs X Ving,need,the,leave,approving,,53.738240666289215,-0.492195577915029
408,1225637,47868,Y needs X Ving,need,the,leave,approving,,53.738240666289215,-0.492195577915029
409,6596378,112223,Y needs X Ving,want,the,team,playing,,55.953252,-3.188267
410,5820689,42522,Y needs X Ved,need,the,glass,,repaired,51.5073509,-0.12775830000000002
411,3041438,50548,Y needs X Ving,want,the,natural,cleaning,,52.970142,-1.306978
412,4523831,90762,Y needs X to be Ved,want,the,ou,,associated,51.5073509,-0.12775830000000002
413,3403248,112712,Y needs X to be Ved,deserve,the,dignity,,addressed,52.52605616450897,-2.203868072308913
414,4285325,29658,Y needs X Ving,want,the,press,talking,,51.5742447,0.4856781
415,4524004,61558,Y needs X Ved,need,the,food,,served,53.72116116639097,-0.4947210779956961
416,1531869,23094,Y needs X Ving,needs,the,smirk,wiping,,53.40837140000001,-2.9915726
417,2018594,24595,Y needs X Ved,need,the,kids,,entertained,53.42536800000001,-2.968201
418,5310002,17392,Y needs X Ving,need,the,hole,fixing,,53.39330860000001,-2.1266343
419,4585763,24303,Y needs X Ving,need,the,graph,reporting,,51.7520209,-1.2577263
420,5910404,40302,Y needs X Ving,want,the,snp,dragging,,55.771176,-4.336615
421,4609512,2909,Y needs X Ving,need,the,market,leading,,51.565195182438536,-0.26314009219365603
422,3385143,43967,Y needs X Ved,need,the,job,,done,51.44284340697775,-0.003673698063521
423,1782242,62998,Y needs X to be Ved,want,the,children,,inspired,51.461741682642895,-0.350692092122028
424,2026318,98406,Y needs X to be Ved,wants,the,uk,,ruled,51.5073509,-0.12775830000000002
425,1890607,43234,Y needs X Ved,want,the,pentagon,,shipped,53.8007554,-1.5490774
426,3182138,35537,Y needs X to be Ved,wanted,the,game,,played,52.6308859,1.297355
427,6362391,24265,Y needs X Ving,need,the,lot,doing,,53.1046782,-1.5623885
428,4254982,116866,Y needs X to be Ved,wants,the,public,,ripped,51.5424361831868,-0.15940259311419194
429,1205280,73266,Y needs X Ving,need,the,ellipsis,explaining,,53.40837140000001,-2.9915726
430,3319204,1545,Y needs X to be Ved,want,the,youngsters,,given,53.230688,-0.540579
431,6381438,44699,Y needs X to be Ved,deserved,the,right,,called,54.64767012827046,-5.667600537033138
432,5935105,69235,Y needs X Ving,want,the,cast,recording,,51.5073509,-0.12775830000000002
433,2949004,31340,Y needs X Ving,need,the,spikes,sending,,54.083751563362725,-0.8598662135586449
434,2949004,31503,Y needs X Ving,need,the,spikes,sending,,54.083751563362725,-0.8598662135586449
435,4720693,44727,Y needs X Ved,wants,the,law,,changed,51.8985143,-8.4756035
436,4483496,76293,Y needs X Ving,need,the,work,doing,,51.070724185522785,-0.313504094646304
437,5076730,16907,Y needs X Ving,needed,the,most,looking,,51.481581,-3.17909
438,803775,77291,Y needs X Ving,want,the,officers,monitoring,,50.3754565,-4.1426565
439,2363379,76732,Y needs X Ving,wanted,the,tap,turning,,54.574227,-1.234956
440,3778455,78558,Y needs X to be Ved,need,the,cage,,delivered,52.1872472,0.9707801
441,3657006,1240,Y needs X Ving,want,the,staff,eating,,51.74959028912932,-2.209668557847485
442,2146357,20444,Y needs X Ved,wanted,the,two,,done,51.62144,-3.943646
443,2123823,8514,Y needs X to be Ved,want,the,outcome,,reversed,51.58498968425536,0.07886340531342599
444,2347771,87618,Y needs X to be Ved,deserve,the,same,,done,53.723466,-1.345968
445,5943127,96166,Y needs X Ved,wanted,the,no,,added,53.194262,-2.51967
446,3354550,47530,Y needs X Ving,want,the,team,playing,,53.35490213361106,-6.247621039910087
447,3405033,54351,Y needs X Ving,needs,the,sht,kicking,,52.301059686644564,1.36265039964752
448,5387156,83915,Y needs X Ved,needs,the,party,,started,51.957205,-1.969204
449,5500333,94155,Y needs X Ved,want,the,apt,,fixed,53.34980529999999,-6.260309700000001
450,5500333,92227,Y needs X Ved,want,the,apt,,fixed,53.34980529999999,-6.260309700000001
451,6485400,3890,Y needs X Ving,want,the,postage,covering,,53.193392,-2.893075
452,637447,63737,Y needs X to be Ved,deserves,the,right,,called,50.99750666473128,-3.927118568193401
453,2500563,80968,Y needs X to be Ved,want,the,building,,fixed,52.22045018239496,0.5115784057048179
454,5740389,35255,Y needs X Ved,wants,the,weak,,culled,51.5073509,-0.12775830000000002
455,4865805,51791,Y needs X Ved,want,the,deadline,,extended,54.94154465170339,-1.5685950631900516
456,3649518,100545,Y needs X Ving,want,the,issue,resolving,,53.8007554,-1.5490774
457,4138145,42522,Y needs X Ving,need,the,wireless,charging,,55.90721084680176,-4.245240852029378
458,5003146,56543,Y needs X to be Ved,want,the,game,,called,53.5409298,-2.1113659
459,828654,66332,Y needs X Ving,needs,the,swamp,draining,,53.41987815404958,-2.915426562244173
460,2647640,87766,Y needs X Ving,need,the,bedding,changing,,53.567471,-0.08078400000000001
461,6142330,62893,Y needs X Ving,deserve,the,piss,taking,,53.381129,-1.470085
462,4801821,7641,Y needs X Ving,need,the,live,painting,,53.4807593,-2.2426305
463,1345765,58575,Y needs X to be Ved,wanted,the,building,,saved,51.5073509,-0.12775830000000002
464,1085404,33870,Y needs X to be Ved,want,the,school,,closed,51.5742447,0.4856781
465,1607387,40483,Y needs X Ving,need,the,correct,training,,51.5073509,-0.12775830000000002
466,2797918,786,Y needs X to be Ved,wants,the,finger,,pointed,55.953252,-3.188267
467,4891515,31726,Y needs X Ving,want,the,tarpaulin,ripping,,51.454513,-2.58791
468,1765936,36997,Y needs X Ving,wanted,the,"goods""",starting,,57.6957996162451,-4.251615529800493
469,6156714,32225,Y needs X Ving,need,the,car,washing,,51.5557739,-1.7797176
470,6156714,32225,Y needs X Ving,need,the,car,washing,,51.5557739,-1.7797176
471,1066795,80677,Y needs X to be Ved,wants,the,likes,,viewed,55.858302128951905,-4.241751039861819
472,4351211,93744,Y needs X Ved,want,the,tickets,,changed,51.8985143,-8.4756035
473,4351211,93838,Y needs X Ved,want,the,ground,,used,51.8985143,-8.4756035
474,1459043,9707,Y needs X to be Ved,want,the,swans,,relegated,52.40443565445794,-4.001616560131069
475,2615211,34664,Y needs X Ved,need,the,sound,,turned,51.284935672509185,-2.29929607850895
476,1702799,78715,Y needs X Ved,want,the,club,,relegated,51.31697418142046,-0.7356855900277
477,5075113,96616,Y needs X Ving,needs,the,whip,taking,,51.9496196797724,-0.270884089921751
478,5075113,95047,Y needs X Ving,needs,the,same,doing,,51.9496196797724,-0.270884089921751
479,5075113,95205,Y needs X to be Ved,want,the,uk,,tied,51.9496196797724,-0.270884089921751
480,5075113,95492,Y needs X to be Ved,want,the,uk,,tied,51.9496196797724,-0.270884089921751
481,2789390,22184,Y needs X Ving,need,the,floor,cleaning,,55.953252,-3.188267
482,3043401,48400,Y needs X Ving,needs,the,embroidery,sorting,,53.4807593,-2.2426305
483,4025578,65737,Y needs X Ved,want,the,sour,,faced,54.97825200000001,-1.61778
484,3566079,78703,Y needs X Ving,wanted,the,stand,emptying,,54.89370079999999,-2.9340058
485,461311,14893,Y needs X Ving,needed,the,freezer,filling,,50.82253,-0.137163
486,4110360,34352,Y needs X Ved,needs,the,head,,slapped,54.34872900000001,-6.2704803
487,45094,103875,Y needs X to be Ved,want,the,vote,,done,51.76958267396122,-1.485782081832692
488,2531683,60409,Y needs X to be Ved,want,the,phone,,delivered,51.5073509,-0.12775830000000002
489,4226500,13546,Y needs X Ving,want,the,man,trying,,53.01939616140485,-2.154012069908965
490,1645876,39075,Y needs X to be Ved,deserves,the,chance,,loved,53.4807593,-2.2426305
491,1645876,39247,Y needs X to be Ved,deserves,the,chance,,loved,53.4807593,-2.2426305
492,6603917,28217,Y needs X Ved,want,the,ban,,enforced,51.5073509,-0.12775830000000002
493,3693758,33148,Y needs X Ved,want,the,sport,,banned,53.8108176,-1.7626099999999998
494,421336,25309,Y needs X Ved,needs,the,keys,,sorted,53.1046782,-1.5623885
495,1889209,60223,Y needs X Ved,needed,the,matter,,resolved,52.45973313779458,-6.579387542254006
496,4140821,72463,Y needs X Ved,wants,the,job,,done,51.5073509,-0.12775830000000002
497,1251833,46561,Y needs X to be Ved,want,the,party,,taken,51.5073509,-0.12775830000000002
498,1251833,46561,Y needs X to be Ved,want,the,party,,taken,51.6049673,-0.2076295
499,2846200,26977,Y needs X to be Ved,need,the,car,,completed,51.26357868898064,0.527730900003093
500,1056732,31188,Y needs X Ved,need,the,occasional,,measured,53.93317966157337,-1.069073572568828
501,5713029,37864,Y needs X Ved,want,the,headrest,,adjusted,51.5073509,-0.12775830000000002
502,2590569,41948,Y needs X Ved,want,the,job,,done,54.66720162065664,-6.8135095296532775
503,2590569,41859,Y needs X Ved,needs,the,same,,done,54.66720162065664,-6.8135095296532775
504,2590569,41781,Y needs X to be Ved,want,the,bbc,,disbanded,54.66720162065664,-6.8135095296532775
505,6301557,82962,Y needs X Ved,want,the,thumbnail,,released,53.475303157088796,-2.349566065951336
506,5639545,76032,Y needs X Ving,want,the,most,exciting,,51.5073509,-0.12775830000000002
507,4030638,106049,Y needs X Ving,want,the,police,calling,,53.381129,-1.470085
508,3689184,5964,Y needs X to be Ved,needs,the,opportunity,,rested,51.5073509,-0.12775830000000002
509,2314941,17009,Y needs X to be Ved,want,the,dragons,,used,51.584151,-2.997664
510,2700059,65018,Y needs X Ved,want,the,under,,used,53.27066800000001,-9.0567905
511,2247877,19472,Y needs X Ving,want,the,snp,implementing,,55.864237,-4.251806
512,2996118,64540,Y needs X to be Ved,want,the,regions,,pulled,53.95996510000001,-1.0872979
513,824561,135000,Y needs X Ving,need,the,scarlets,coaching,,51.5073509,-0.12775830000000002
514,5009647,40924,Y needs X Ving,need,the,plot,explaining,,52.056736,1.14822
515,5009647,40924,Y needs X Ving,need,the,plot,explaining,,53.394361,-2.214115
